58,1,3,"Satisfactory, like a lukewarm cup of tea.","Satisfactory, like a lukewarm cup of tea."
58,2,4,"Highkey enjoyed this one.","Solid direction and cinematography."
58,7,5,"I'm shook. Best movie ever.","Mind blown! 🤯"
58,8,2,"It's a no from me, dawg.","Kinda sus, not sure what's happening here. 🤨"
58,9,5,"Everything about this film is lit. 🔥","This deserves all the Oscars! 🏆"
58,19,3,"Satisfactory, like a lukewarm cup of tea.","A standard movie experience."
58,23,5,"A must-watch for everyone.","This movie is straight fire! 🔥🔥🔥"
58,24,3,"Middle of the road, like a plain slice of bread.","It was okay, nothing extra special. 🤷‍♂️"
58,29,1,"Worst film I've ever seen.","More disappointing than the sequel."
58,39,5,"This movie is straight fire! 🔥🔥🔥","Everything about this film is lit. 🔥"
58,40,2,"Mediocre at best.","Average performances, nothing special."
58,45,1,"Worst film I've ever seen.","Horrific. My eyes hurt watching this."
59,10,4,"Solid as a rock... if the rock had good acting.","Highly recommend watching this."
59,12,2,"Disappointing compared to expectations.","Skibidi"
59,33,5,"Mind blown! 🤯","A must-watch for everyone."
59,34,2,"Lowkey disappointing.","Disappointing compared to expectations."
59,37,5,"A must-watch for everyone.","Mind blown! 🤯"
59,38,2,"Not great, but not the worst.","I'm crying inside... from boredom."
59,45,4,"Highkey enjoyed this one.","On point! Nailed it."
59,50,4,"Highkey enjoyed this one.","This movie slaps! 🎬🔥"
60,2,2,"Average performances, nothing special.","Mediocre at best."
60,5,4,"On point! Nailed it.","Big brain movie with great twists."
60,11,3,"Aight, it's aight.","It's a 3, because 2 was too harsh and 4 was too kind."
60,15,2,"Meh. It was a solid 2 from me.","Not great, but not the worst."
60,19,4,"Solid direction and cinematography.","On point! Nailed it."
60,20,3,"Good in parts, but overall average.","Average movie, worth a watch if you're bored."
60,23,2,"Lowkey disappointing.","Average performances, nothing special."
60,24,2,"Mediocre at best.","Mediocre at best."
60,33,3,"Middle of the road, like a plain slice of bread.","A standard movie experience."
60,36,2,"Not great, but not the worst.","I'm crying inside... from boredom."
60,38,2,"Kinda sus, not sure what's happening here. 🤨","It's a no from me, dawg."
60,42,2,"Mediocre at best.","Mediocre at best."
60,48,3,"Middle of the road, like a plain slice of bread.","Middle of the road, like a plain slice of bread."
61,4,2,"I'm crying inside... from boredom.","Kinda sus, not sure what's happening here. 🤨"
61,6,5,"Outstanding in every aspect.","A must-watch for everyone."
61,7,4,"Solid as a rock... if the rock had good acting.","Solid direction and cinematography."
61,16,5,"Everything about this film is lit. 🔥","Everything about this film is lit. 🔥"
61,17,2,"Not great, but not the worst.","Average performances, nothing special."
61,18,1,"Well, that escalated quickly... to awful.","Disgusting movie dude."
61,21,4,"On point! Nailed it.","Solid as a rock... if the rock had good acting."
61,23,1,"Disgusting movie dude.","I had to break up for recommending this to my ex."
61,28,1,"Disgusting movie dude.","I had to break up for recommending this to my ex."
61,44,1,"More disappointing than the sequel.","This film is as useful as a screen door on a submarine."
62,1,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
62,6,2,"Meh. It was a solid 2 from me.","Average performances, nothing special."
62,10,4,"On point! Nailed it.","Solid direction and cinematography."
62,12,5,"Outstanding in every aspect.","A must-watch for everyone."
62,15,5,"Outstanding in every aspect.","One does not simply watch a better movie."
62,26,4,"Good movie! 10/10 would watch again. 👍","Big brain movie with great twists."
62,27,5,"Everything about this film is lit. 🔥","Mind blown! 🤯"
62,30,3,"Average movie, worth a watch if you're bored.","It's a 3, because 2 was too harsh and 4 was too kind."
62,35,2,"Average performances, nothing special.","Kinda sus, not sure what's happening here. 🤨"
62,36,3,"A standard movie experience.","Middle of the road, like a plain slice of bread."
62,47,1,"Disgusting movie dude.","Disgusting movie dude."
63,1,4,"Well-crafted and engaging.","Well-crafted and engaging."
63,2,4,"Big brain movie with great twists.","A+ for effort and execution."
63,5,4,"A+ for effort and execution.","Big brain movie with great twists."
63,14,2,"It's a no from me, dawg.","Disappointing compared to expectations."
63,17,5,"Mind blown! 🤯","Outstanding in every aspect."
63,19,5,"Mind blown! 🤯","I'm shook. Best movie ever."
63,20,5,"This deserves all the Oscars! 🏆","This movie is straight fire! 🔥🔥🔥"
63,21,4,"Solid as a rock... if the rock had good acting.","A+ for effort and execution."
63,24,4,"Highkey enjoyed this one.","On point! Nailed it."
63,26,3,"Aight, it's aight.","It was okay, nothing extra special. 🤷‍♂️"
63,29,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Good in parts, but overall average."
63,34,4,"A+ for effort and execution.","Big brain movie with great twists."
63,36,3,"A standard movie experience.","Satisfactory, like a lukewarm cup of tea."
63,43,1,"Disgusting movie dude.","This film is as useful as a screen door on a submarine."
63,44,3,"Satisfactory, like a lukewarm cup of tea.","Neither here nor there."
64,2,3,"It was okay, nothing extra special. 🤷‍♂️","It's a 3, because 2 was too harsh and 4 was too kind."
64,8,4,"Good movie! 10/10 would watch again. 👍","Solid as a rock... if the rock had good acting."
64,10,1,"Well, that escalated quickly... to awful.","Well, that escalated quickly... to awful."
64,28,4,"Solid direction and cinematography.","Highkey enjoyed this one."
64,29,2,"It's a no from me, dawg.","Skibidi"
64,37,1,"I had to break up for recommending this to my ex.","More disappointing than the sequel."
64,48,5,"One does not simply watch a better movie.","One does not simply watch a better movie."
65,2,2,"Skibidi","Meh. It was a solid 2 from me."
65,3,4,"Highkey enjoyed this one.","This movie slaps! 🎬🔥"
65,6,2,"Kinda sus, not sure what's happening here. 🤨","Not great, but not the worst."
65,8,5,"Everything about this film is lit. 🔥","This movie is straight fire! 🔥🔥🔥"
65,20,2,"Kinda sus, not sure what's happening here. 🤨","Skibidi"
65,31,1,"Expectation vs. Reality: Complete fail.","It's not me, it's you... and the movie."
65,32,3,"It was okay, nothing extra special. 🤷‍♂️","Just another day in movie paradise."
65,42,3,"Aight, it's aight.","Average movie, worth a watch if you're bored."
66,3,5,"One does not simply watch a better movie.","A cinematic experience worthy of a standing ovation."
66,6,4,"Well-crafted and engaging.","A+ for effort and execution."
66,8,4,"Highkey enjoyed this one.","Big brain movie with great twists."
66,16,1,"More disappointing than the sequel.","Worst film I've ever seen."
66,20,4,"A+ for effort and execution.","Big brain movie with great twists."
66,21,2,"Disappointing compared to expectations.","Lowkey disappointing."
66,27,5,"A cinematic experience worthy of a standing ovation.","I'm shook. Best movie ever."
66,36,3,"A standard movie experience.","Middle of the road, like a plain slice of bread."
67,1,2,"Skibidi","Mediocre at best."
67,5,2,"I'm crying inside... from boredom.","Mediocre at best."
67,6,2,"Meh. It was a solid 2 from me.","Meh. It was a solid 2 from me."
67,10,5,"One does not simply watch a better movie.","Mind blown! 🤯"
67,11,3,"Aight, it's aight.","A standard movie experience."
67,13,5,"This deserves all the Oscars! 🏆","This movie is straight fire! 🔥🔥🔥"
67,16,4,"Solid direction and cinematography.","This movie slaps! 🎬🔥"
67,28,3,"Satisfactory, like a lukewarm cup of tea.","Neither here nor there."
67,30,3,"Satisfactory, like a lukewarm cup of tea.","It was okay, nothing extra special. 🤷‍♂️"
67,35,1,"It's not me, it's you... and the movie.","This movie was a complete disaster.I can't believe I watched the entire movie."
67,39,3,"Satisfactory, like a lukewarm cup of tea.","Aight, it's aight."
67,42,5,"This deserves all the Oscars! 🏆","This deserves all the Oscars! 🏆"
67,44,5,"Absolute masterpiece! Chef's kiss! 👌💯","One does not simply watch a better movie."
68,8,2,"I'm crying inside... from boredom.","Skibidi"
68,10,2,"It's a no from me, dawg.","Mediocre at best."
68,12,2,"I'm crying inside... from boredom.","Average performances, nothing special."
68,13,2,"It's a no from me, dawg.","Skibidi"
68,20,5,"Outstanding in every aspect.","One does not simply watch a better movie."
68,22,4,"On point! Nailed it.","On point! Nailed it."
68,27,1,"More disappointing than the sequel.","This film is as useful as a screen door on a submarine."
68,30,2,"Average performances, nothing special.","Lowkey disappointing."
68,40,3,"Neither here nor there.","A standard movie experience."
68,42,4,"Big brain movie with great twists.","A+ for effort and execution."
68,49,2,"Meh. It was a solid 2 from me.","Skibidi"
68,50,1,"Disgusting movie dude.","It's not me, it's you... and the movie."
69,3,2,"Disappointing compared to expectations.","Disappointing compared to expectations."
69,6,1,"Well, that escalated quickly... to awful.","More disappointing than the sequel."
69,8,1,"I had to break up for recommending this to my ex.","This movie was a complete disaster.I can't believe I watched the entire movie."
69,10,5,"I'm shook. Best movie ever.","Everything about this film is lit. 🔥"
69,14,4,"Solid direction and cinematography.","Solid as a rock... if the rock had good acting."
69,15,2,"I'm crying inside... from boredom.","I'm crying inside... from boredom."
69,16,5,"This deserves all the Oscars! 🏆","Everything about this film is lit. 🔥"
69,18,2,"Kinda sus, not sure what's happening here. 🤨","Skibidi"
69,21,2,"Disappointing compared to expectations.","I'm crying inside... from boredom."
69,31,5,"One does not simply watch a better movie.","This deserves all the Oscars! 🏆"
69,45,3,"Average movie, worth a watch if you're bored.","A standard movie experience."
69,46,5,"I'm shook. Best movie ever.","This movie is straight fire! 🔥🔥🔥"
70,7,5,"A must-watch for everyone.","Everything about this film is lit. 🔥"
70,10,3,"Good in parts, but overall average.","Just another day in movie paradise."
70,13,5,"Everything about this film is lit. 🔥","A cinematic experience worthy of a standing ovation."
70,18,2,"Lowkey disappointing.","Kinda sus, not sure what's happening here. 🤨"
70,19,1,"More disappointing than the sequel.","Well, that escalated quickly... to awful."
70,20,3,"It was okay, nothing extra special. 🤷‍♂️","Satisfactory, like a lukewarm cup of tea."
70,35,4,"Highkey enjoyed this one.","Solid as a rock... if the rock had good acting."
70,41,1,"It's not me, it's you... and the movie.","Expectation vs. Reality: Complete fail."
70,42,4,"Well-crafted and engaging.","Solid as a rock... if the rock had good acting."
70,43,3,"It was okay, nothing extra special. 🤷‍♂️","It was okay, nothing extra special. 🤷‍♂️"
70,44,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","I had to break up for recommending this to my ex."
71,3,3,"Middle of the road, like a plain slice of bread.","Aight, it's aight."
71,5,1,"More disappointing than the sequel.","Disgusting movie dude."
71,6,1,"Horrific. My eyes hurt watching this.","This movie was a complete disaster.I can't believe I watched the entire movie."
71,11,5,"A must-watch for everyone.","I'm shook. Best movie ever."
71,17,2,"Disappointing compared to expectations.","Average performances, nothing special."
71,24,5,"A must-watch for everyone.","One does not simply watch a better movie."
71,26,1,"Well, that escalated quickly... to awful.","I had to break up for recommending this to my ex."
71,30,3,"Neither here nor there.","Neither here nor there."
71,35,2,"Skibidi","It's a no from me, dawg."
71,40,2,"Not great, but not the worst.","Disappointing compared to expectations."
71,50,1,"I had to break up for recommending this to my ex.","Disgusting movie dude."
72,7,4,"Solid direction and cinematography.","Big brain movie with great twists."
72,14,3,"Aight, it's aight.","It was okay, nothing extra special. 🤷‍♂️"
72,16,1,"Horrific. My eyes hurt watching this.","I had to break up for recommending this to my ex."
72,20,1,"I had to break up for recommending this to my ex.","This movie was a complete disaster.I can't believe I watched the entire movie."
72,28,5,"Outstanding in every aspect.","This movie is straight fire! 🔥🔥🔥"
72,34,1,"This film is as useful as a screen door on a submarine.","Expectation vs. Reality: Complete fail."
72,41,4,"Highly recommend watching this.","Highkey enjoyed this one."
72,45,5,"One does not simply watch a better movie.","One does not simply watch a better movie."
72,48,3,"It was okay, nothing extra special. 🤷‍♂️","Aight, it's aight."
72,50,5,"One does not simply watch a better movie.","Everything about this film is lit. 🔥"
73,1,5,"Outstanding in every aspect.","I'm shook. Best movie ever."
73,3,3,"Average movie, worth a watch if you're bored.","Aight, it's aight."
73,5,2,"Kinda sus, not sure what's happening here. 🤨","Meh. It was a solid 2 from me."
73,21,4,"Highkey enjoyed this one.","Well-crafted and engaging."
73,26,1,"Well, that escalated quickly... to awful.","This movie was a complete disaster.I can't believe I watched the entire movie."
73,35,4,"This movie slaps! 🎬🔥","Solid as a rock... if the rock had good acting."
73,37,1,"Worst film I've ever seen.","I had to break up for recommending this to my ex."
73,42,5,"Everything about this film is lit. 🔥","One does not simply watch a better movie."
74,6,1,"Horrific. My eyes hurt watching this.","Expectation vs. Reality: Complete fail."
74,9,1,"More disappointing than the sequel.","Horrific. My eyes hurt watching this."
74,14,2,"It's a no from me, dawg.","Not great, but not the worst."
74,25,4,"Good movie! 10/10 would watch again. 👍","Highkey enjoyed this one."
74,26,4,"Well-crafted and engaging.","Well-crafted and engaging."
74,28,2,"Not great, but not the worst.","I'm crying inside... from boredom."
74,29,5,"A must-watch for everyone.","Mind blown! 🤯"
74,37,2,"Mediocre at best.","Meh. It was a solid 2 from me."
74,43,1,"More disappointing than the sequel.","It's not me, it's you... and the movie."
74,46,3,"It was okay, nothing extra special. 🤷‍♂️","Satisfactory, like a lukewarm cup of tea."
74,49,5,"One does not simply watch a better movie.","Everything about this film is lit. 🔥"
75,7,1,"Well, that escalated quickly... to awful.","This film is as useful as a screen door on a submarine."
75,9,2,"It's a no from me, dawg.","I'm crying inside... from boredom."
75,14,3,"Average movie, worth a watch if you're bored.","It's a 3, because 2 was too harsh and 4 was too kind."
75,20,1,"Worst film I've ever seen.","I had to break up for recommending this to my ex."
75,36,1,"Horrific. My eyes hurt watching this.","I had to break up for recommending this to my ex."
75,41,4,"Solid direction and cinematography.","Highly recommend watching this."
75,46,3,"Just another day in movie paradise.","Satisfactory, like a lukewarm cup of tea."
75,47,1,"Well, that escalated quickly... to awful.","Well, that escalated quickly... to awful."
75,50,3,"It was okay, nothing extra special. 🤷‍♂️","A standard movie experience."
76,2,5,"Everything about this film is lit. 🔥","A must-watch for everyone."
76,6,3,"Just another day in movie paradise.","Satisfactory, like a lukewarm cup of tea."
76,7,1,"I had to break up for recommending this to my ex.","This film is as useful as a screen door on a submarine."
76,9,3,"Aight, it's aight.","It's a 3, because 2 was too harsh and 4 was too kind."
76,13,1,"Horrific. My eyes hurt watching this.","Well, that escalated quickly... to awful."
76,18,4,"Solid as a rock... if the rock had good acting.","Solid as a rock... if the rock had good acting."
76,19,1,"I had to break up for recommending this to my ex.","I had to break up for recommending this to my ex."
76,20,3,"A standard movie experience.","A standard movie experience."
76,22,2,"Mediocre at best.","Mediocre at best."
76,23,3,"Neither here nor there.","Satisfactory, like a lukewarm cup of tea."
76,24,3,"It was okay, nothing extra special. 🤷‍♂️","Just another day in movie paradise."
76,31,5,"Outstanding in every aspect.","Everything about this film is lit. 🔥"
76,37,3,"Just another day in movie paradise.","Just another day in movie paradise."
76,39,4,"Highkey enjoyed this one.","On point! Nailed it."
76,44,3,"A standard movie experience.","Good in parts, but overall average."
76,45,3,"Average movie, worth a watch if you're bored.","Just another day in movie paradise."
77,4,2,"Kinda sus, not sure what's happening here. 🤨","Meh. It was a solid 2 from me."
77,5,2,"Skibidi","Mediocre at best."
77,7,4,"Highly recommend watching this.","This movie slaps! 🎬🔥"
77,8,4,"Good movie! 10/10 would watch again. 👍","Solid direction and cinematography."
77,9,4,"Highly recommend watching this.","Highkey enjoyed this one."
77,10,1,"Worst film I've ever seen.","This movie was a complete disaster.I can't believe I watched the entire movie."
77,15,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Average movie, worth a watch if you're bored."
77,19,5,"Everything about this film is lit. 🔥","A cinematic experience worthy of a standing ovation."
77,27,3,"It was okay, nothing extra special. 🤷‍♂️","Good in parts, but overall average."
77,29,5,"A cinematic experience worthy of a standing ovation.","A must-watch for everyone."
77,31,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
77,34,2,"It's a no from me, dawg.","It's a no from me, dawg."
77,37,3,"Average movie, worth a watch if you're bored.","Good in parts, but overall average."
77,45,3,"Aight, it's aight.","Aight, it's aight."
77,48,5,"This movie is straight fire! 🔥🔥🔥","A cinematic experience worthy of a standing ovation."
77,49,3,"Just another day in movie paradise.","Aight, it's aight."
77,50,3,"Neither here nor there.","Middle of the road, like a plain slice of bread."
78,3,4,"Solid direction and cinematography.","On point! Nailed it."
78,7,3,"Average movie, worth a watch if you're bored.","It was okay, nothing extra special. 🤷‍♂️"
78,9,3,"Middle of the road, like a plain slice of bread.","It was okay, nothing extra special. 🤷‍♂️"
78,14,2,"Average performances, nothing special.","Skibidi"
78,16,4,"Well-crafted and engaging.","A+ for effort and execution."
78,19,3,"Aight, it's aight.","Average movie, worth a watch if you're bored."
78,27,1,"Expectation vs. Reality: Complete fail.","Horrific. My eyes hurt watching this."
78,35,2,"Skibidi","Disappointing compared to expectations."
78,37,5,"A must-watch for everyone.","A must-watch for everyone."
78,43,1,"It's not me, it's you... and the movie.","This movie was a complete disaster.I can't believe I watched the entire movie."
78,45,5,"A must-watch for everyone.","A must-watch for everyone."
78,47,5,"Absolute masterpiece! Chef's kiss! 👌💯","This movie is straight fire! 🔥🔥🔥"
79,3,4,"Highkey enjoyed this one.","Well-crafted and engaging."
79,9,2,"Kinda sus, not sure what's happening here. 🤨","Mediocre at best."
79,11,1,"Disgusting movie dude.","Disgusting movie dude."
79,16,4,"A+ for effort and execution.","This movie slaps! 🎬🔥"
79,20,1,"Worst film I've ever seen.","Well, that escalated quickly... to awful."
79,21,3,"It's a 3, because 2 was too harsh and 4 was too kind.","A standard movie experience."
79,22,2,"Average performances, nothing special.","Skibidi"
79,24,3,"A standard movie experience.","It was okay, nothing extra special. 🤷‍♂️"
79,25,5,"Everything about this film is lit. 🔥","A must-watch for everyone."
79,27,4,"Solid as a rock... if the rock had good acting.","On point! Nailed it."
79,29,4,"This movie slaps! 🎬🔥","Good movie! 10/10 would watch again. 👍"
79,30,5,"Outstanding in every aspect.","One does not simply watch a better movie."
79,36,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","I had to break up for recommending this to my ex."
79,39,1,"Disgusting movie dude.","Disgusting movie dude."
79,50,5,"This deserves all the Oscars! 🏆","Absolute masterpiece! Chef's kiss! 👌💯"
80,2,4,"Good movie! 10/10 would watch again. 👍","Good movie! 10/10 would watch again. 👍"
80,5,4,"Solid as a rock... if the rock had good acting.","A+ for effort and execution."
80,12,2,"Average performances, nothing special.","Kinda sus, not sure what's happening here. 🤨"
80,14,2,"Not great, but not the worst.","It's a no from me, dawg."
80,30,2,"I'm crying inside... from boredom.","Meh. It was a solid 2 from me."
80,33,4,"This movie slaps! 🎬🔥","Highkey enjoyed this one."
80,39,1,"More disappointing than the sequel.","Horrific. My eyes hurt watching this."
80,45,2,"Mediocre at best.","Kinda sus, not sure what's happening here. 🤨"
80,46,1,"I had to break up for recommending this to my ex.","Worst film I've ever seen."
81,6,3,"Middle of the road, like a plain slice of bread.","A standard movie experience."
81,8,5,"I'm shook. Best movie ever.","A cinematic experience worthy of a standing ovation."
81,9,4,"Solid direction and cinematography.","A+ for effort and execution."
81,10,3,"A standard movie experience.","Aight, it's aight."
81,14,2,"Not great, but not the worst.","Mediocre at best."
81,16,4,"Highly recommend watching this.","Good movie! 10/10 would watch again. 👍"
81,17,1,"Worst film I've ever seen.","This film is as useful as a screen door on a submarine."
81,18,1,"Expectation vs. Reality: Complete fail.","Disgusting movie dude."
81,19,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Just another day in movie paradise."
81,20,4,"Highkey enjoyed this one.","Highly recommend watching this."
81,25,5,"A cinematic experience worthy of a standing ovation.","Mind blown! 🤯"
81,29,5,"A must-watch for everyone.","A cinematic experience worthy of a standing ovation."
81,31,5,"One does not simply watch a better movie.","Everything about this film is lit. 🔥"
81,32,4,"Solid direction and cinematography.","Good movie! 10/10 would watch again. 👍"
81,37,1,"This film is as useful as a screen door on a submarine.","Expectation vs. Reality: Complete fail."
81,38,4,"Highly recommend watching this.","A+ for effort and execution."
81,41,2,"Kinda sus, not sure what's happening here. 🤨","Not great, but not the worst."
81,42,4,"On point! Nailed it.","Highkey enjoyed this one."
81,45,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","I had to break up for recommending this to my ex."
82,8,2,"Mediocre at best.","I'm crying inside... from boredom."
82,9,2,"I'm crying inside... from boredom.","Mediocre at best."
82,17,3,"It was okay, nothing extra special. 🤷‍♂️","Aight, it's aight."
82,18,5,"One does not simply watch a better movie.","One does not simply watch a better movie."
82,20,4,"Highkey enjoyed this one.","Well-crafted and engaging."
82,23,3,"Satisfactory, like a lukewarm cup of tea.","It's a 3, because 2 was too harsh and 4 was too kind."
82,26,2,"Average performances, nothing special.","Average performances, nothing special."
82,28,4,"Highly recommend watching this.","Highkey enjoyed this one."
82,31,5,"Absolute masterpiece! Chef's kiss! 👌💯","This deserves all the Oscars! 🏆"
82,33,5,"This deserves all the Oscars! 🏆","Outstanding in every aspect."
82,37,5,"This movie is straight fire! 🔥🔥🔥","This deserves all the Oscars! 🏆"
82,40,4,"Highkey enjoyed this one.","Solid direction and cinematography."
82,41,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
82,44,3,"A standard movie experience.","It was okay, nothing extra special. 🤷‍♂️"
82,50,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Satisfactory, like a lukewarm cup of tea."
83,6,5,"One does not simply watch a better movie.","This deserves all the Oscars! 🏆"
83,9,3,"It's a 3, because 2 was too harsh and 4 was too kind.","It was okay, nothing extra special. 🤷‍♂️"
83,10,2,"Not great, but not the worst.","Meh. It was a solid 2 from me."
83,14,3,"Aight, it's aight.","Good in parts, but overall average."
83,18,4,"Good movie! 10/10 would watch again. 👍","Solid as a rock... if the rock had good acting."
83,21,1,"Horrific. My eyes hurt watching this.","Well, that escalated quickly... to awful."
83,26,4,"On point! Nailed it.","On point! Nailed it."
83,31,3,"Average movie, worth a watch if you're bored.","Just another day in movie paradise."
83,36,5,"I'm shook. Best movie ever.","Outstanding in every aspect."
83,46,1,"More disappointing than the sequel.","Well, that escalated quickly... to awful."
83,49,1,"Horrific. My eyes hurt watching this.","This movie was a complete disaster.I can't believe I watched the entire movie."
84,5,2,"Disappointing compared to expectations.","It's a no from me, dawg."
84,8,5,"This deserves all the Oscars! 🏆","Mind blown! 🤯"
84,9,5,"This deserves all the Oscars! 🏆","This deserves all the Oscars! 🏆"
84,12,2,"Average performances, nothing special.","Not great, but not the worst."
84,16,3,"Aight, it's aight.","It's a 3, because 2 was too harsh and 4 was too kind."
84,17,2,"Kinda sus, not sure what's happening here. 🤨","Not great, but not the worst."
84,19,4,"On point! Nailed it.","On point! Nailed it."
84,20,2,"Meh. It was a solid 2 from me.","Skibidi"
84,21,3,"Average movie, worth a watch if you're bored.","Good in parts, but overall average."
84,22,3,"Aight, it's aight.","Aight, it's aight."
84,24,5,"This deserves all the Oscars! 🏆","A cinematic experience worthy of a standing ovation."
84,26,3,"Aight, it's aight.","Just another day in movie paradise."
84,30,1,"I had to break up for recommending this to my ex.","Well, that escalated quickly... to awful."
84,31,4,"Well-crafted and engaging.","A+ for effort and execution."
84,34,3,"Neither here nor there.","Neither here nor there."
84,40,1,"I had to break up for recommending this to my ex.","Well, that escalated quickly... to awful."
84,41,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","More disappointing than the sequel."
84,44,3,"Average movie, worth a watch if you're bored.","Neither here nor there."
85,3,2,"Not great, but not the worst.","Skibidi"
85,11,3,"Middle of the road, like a plain slice of bread.","Aight, it's aight."
85,14,2,"Mediocre at best.","Not great, but not the worst."
85,20,1,"Worst film I've ever seen.","Well, that escalated quickly... to awful."
85,21,3,"Average movie, worth a watch if you're bored.","Good in parts, but overall average."
85,26,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","Expectation vs. Reality: Complete fail."
85,29,5,"Absolute masterpiece! Chef's kiss! 👌💯","A must-watch for everyone."
85,31,4,"Good movie! 10/10 would watch again. 👍","Highly recommend watching this."
85,33,5,"This movie is straight fire! 🔥🔥🔥","A must-watch for everyone."
85,40,2,"Disappointing compared to expectations.","It's a no from me, dawg."
85,43,2,"Kinda sus, not sure what's happening here. 🤨","Average performances, nothing special."
85,45,3,"Just another day in movie paradise.","Middle of the road, like a plain slice of bread."
86,2,1,"More disappointing than the sequel.","Well, that escalated quickly... to awful."
86,6,1,"Horrific. My eyes hurt watching this.","Well, that escalated quickly... to awful."
86,10,5,"This movie is straight fire! 🔥🔥🔥","One does not simply watch a better movie."
86,17,4,"Highly recommend watching this.","This movie slaps! 🎬🔥"
86,21,4,"Solid as a rock... if the rock had good acting.","Solid as a rock... if the rock had good acting."
86,22,1,"Worst film I've ever seen.","Worst film I've ever seen."
86,39,1,"Expectation vs. Reality: Complete fail.","Worst film I've ever seen."
86,42,2,"It's a no from me, dawg.","Meh. It was a solid 2 from me."
86,48,4,"Well-crafted and engaging.","Big brain movie with great twists."
86,49,3,"Aight, it's aight.","Aight, it's aight."
87,3,4,"Solid as a rock... if the rock had good acting.","Highkey enjoyed this one."
87,5,5,"Everything about this film is lit. 🔥","A cinematic experience worthy of a standing ovation."
87,13,5,"Outstanding in every aspect.","A cinematic experience worthy of a standing ovation."
87,24,5,"Everything about this film is lit. 🔥","A cinematic experience worthy of a standing ovation."
87,25,3,"Aight, it's aight.","Aight, it's aight."
87,32,3,"Good in parts, but overall average.","Neither here nor there."
87,33,2,"I'm crying inside... from boredom.","Skibidi"
87,42,2,"Not great, but not the worst.","Not great, but not the worst."
87,44,3,"It's a 3, because 2 was too harsh and 4 was too kind.","It was okay, nothing extra special. 🤷‍♂️"
88,2,3,"Satisfactory, like a lukewarm cup of tea.","Neither here nor there."
88,3,3,"Good in parts, but overall average.","A standard movie experience."
88,8,3,"A standard movie experience.","Middle of the road, like a plain slice of bread."
88,12,1,"Horrific. My eyes hurt watching this.","Expectation vs. Reality: Complete fail."
88,16,2,"Meh. It was a solid 2 from me.","Average performances, nothing special."
88,17,1,"This film is as useful as a screen door on a submarine.","This film is as useful as a screen door on a submarine."
88,20,1,"More disappointing than the sequel.","It's not me, it's you... and the movie."
88,22,3,"Middle of the road, like a plain slice of bread.","It was okay, nothing extra special. 🤷‍♂️"
88,30,1,"It's not me, it's you... and the movie.","This film is as useful as a screen door on a submarine."
88,34,4,"Big brain movie with great twists.","Highly recommend watching this."
88,38,1,"I had to break up for recommending this to my ex.","It's not me, it's you... and the movie."
88,40,1,"This film is as useful as a screen door on a submarine.","Expectation vs. Reality: Complete fail."
88,41,1,"I had to break up for recommending this to my ex.","Horrific. My eyes hurt watching this."
88,45,4,"Highkey enjoyed this one.","A+ for effort and execution."
88,47,1,"Worst film I've ever seen.","I had to break up for recommending this to my ex."
89,4,5,"I'm shook. Best movie ever.","This movie is straight fire! 🔥🔥🔥"
89,8,1,"Disgusting movie dude.","Horrific. My eyes hurt watching this."
89,15,3,"Aight, it's aight.","Middle of the road, like a plain slice of bread."
89,17,2,"Average performances, nothing special.","It's a no from me, dawg."
89,19,1,"This film is as useful as a screen door on a submarine.","It's not me, it's you... and the movie."
89,29,2,"Lowkey disappointing.","Kinda sus, not sure what's happening here. 🤨"
89,33,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Neither here nor there."
89,37,2,"Average performances, nothing special.","Meh. It was a solid 2 from me."
89,38,2,"Average performances, nothing special.","Lowkey disappointing."
89,41,4,"Well-crafted and engaging.","This movie slaps! 🎬🔥"
89,46,5,"Mind blown! 🤯","This movie is straight fire! 🔥🔥🔥"
90,2,4,"A+ for effort and execution.","Big brain movie with great twists."
90,5,5,"Everything about this film is lit. 🔥","A must-watch for everyone."
90,12,5,"I'm shook. Best movie ever.","One does not simply watch a better movie."
90,29,5,"One does not simply watch a better movie.","Outstanding in every aspect."
90,34,2,"Mediocre at best.","Average performances, nothing special."
90,36,1,"Well, that escalated quickly... to awful.","This film is as useful as a screen door on a submarine."
90,38,5,"Everything about this film is lit. 🔥","This deserves all the Oscars! 🏆"
90,39,1,"Disgusting movie dude.","More disappointing than the sequel."
90,43,3,"It was okay, nothing extra special. 🤷‍♂️","Middle of the road, like a plain slice of bread."
91,3,3,"Just another day in movie paradise.","Middle of the road, like a plain slice of bread."
